Scenario	Horizon	CapReq	Products	NumOfOrders	BatchSizes	System	WS1	WS2	WS3	WS4	WS5	WS6	WS7	WS8	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29	P30	P31	P32	P33	P34	P35	P36	P37	P38	P39	P40	P41	P42	P43	P44	P45	P46	P47	P48	P49	P50	P51	P52	P53	P54	P55	P56	P57	P58	P59	P60	P61	P62	P63	P64	P65	P66	P67	WS1	WS2	WS3	WS4	WS5	WS6	WS7	WS8	OperatorCost	OperationCost	SetupCost	LatenessCost	Investment
311	40	1651174	51	498	300	3	132	49	32	16	100	63	5	26	0	0	4870	2781	2236	0	0	2116	3085	0	1967	0	0	1422	1647	2195	0	4427	4033	1892	0	2854	1901	3638	2770	2038	3538	2594	0	3333	3158	4778	0	0	4009	2910	3183	0	1981	1984	2416	2604	2455	1710	1899	2746	4530	3087	3306	2674	998	4566	856	4117	3745	1574	2688	0	2475	4011	4364	0	3367	4163	2841	4702	0	52	31	27	15	33	26	6	15	36260	40450	1650	117325	4871
312	40	874592	42	238	337	3	106	40	29	12	80	53	4	21	938	0	1738	850	1799	2422	1803	2323	2111	2640	1965	1472	0	1294	2209	1980	2347	2284	3760	1467	2306	3805	0	1767	0	0	0	0	1073	1853	1249	0	2444	1704	1951	0	0	0	0	0	0	2789	0	1975	974	1033	2646	461	382	0	0	1604	2538	0	2626	3925	0	1299	0	0	1021	1214	0	0	0	2090	0	48	28	26	13	30	23	5	14	19180	19800	955	60283	4470
313	40	555344	58	150	291	3	156	59	40	19	116	73	4	27	274	141	0	1656	811	0	0	611	0	1572	303	0	503	1879	224	0	376	612	0	1140	0	1159	734	439	590	925	0	1330	913	993	545	484	4	499	0	348	392	914	882	512	778	176	1263	463	0	615	1252	1547	2428	1060	1492	560	1504	380	0	993	531	1508	115	1272	155	864	514	193	537	1060	627	41	25	21	12	27	20	5	12	12240	12960	705	16711	3861
314	40	435844	59	152	257	3	161	57	45	16	114	78	7	32	718	724	1023	980	391	407	0	0	849	431	487	1208	1701	457	0	562	861	362	750	414	337	364	588	0	783	977	109	416	0	421	1080	886	0	0	0	1615	1216	0	118	448	1026	1676	225	799	283	0	577	980	938	209	100	418	683	1313	912	0	0	492	583	825	100	0	1389	710	204	800	2121	41	25	21	12	27	20	5	12	9700	13620	705	26202	3861
315	40	2148383	7	541	356	3	22	3	12	2	13	12	1	2	0	0	0	30057	0	0	31857	0	0	0	0	0	0	28781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25805	0	0	0	0	0	0	0	16744	0	38400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20929	0	0	0	0	0	0	0	0	23	14	13	26	15	12	3	7	51360	51780	910	68830	2303
316	40	65438	2	341	40	3	2	1	1	2	5	1	0	0	0	0	6080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	5	8	2	6	5	1	4	7540	20460	400	1940	1082
317	40	1437175	21	409	299	3	55	18	16	7	41	28	2	10	0	0	6170	8134	0	6977	6359	0	2187	0	0	2793	4154	0	5292	0	4758	8187	0	7547	0	8203	0	5984	0	4101	0	0	7392	3090	0	0	10414	0	0	0	0	0	0	0	0	0	0	5501	0	0	0	0	4981	0	0	0	0	0	0	4732	0	0	0	0	5262	0	0	0	0	0	0	44	27	22	13	30	22	6	13	32540	34710	1265	65849	4168
318	40	633446	37	259	207	3	96	36	22	12	74	50	1	23	1001	0	0	0	1872	634	0	1970	0	1271	1452	0	1454	1582	2531	720	1180	0	0	0	0	1504	1871	1693	0	1384	1050	2392	1614	1346	1094	1769	1459	0	0	0	0	0	1338	1920	0	0	0	0	1690	1480	1021	0	0	1537	858	278	0	0	1144	0	0	1083	0	2036	1156	0	1986	2333	1027	0	0	41	25	21	12	27	20	5	12	14260	22070	1015	26096	3861
319	40	203970	47	346	48	3	125	56	37	11	91	61	5	25	0	627	0	422	320	254	248	0	0	260	165	404	328	359	0	175	543	0	0	344	510	246	0	355	0	0	0	273	408	0	461	202	719	520	515	0	443	213	552	0	528	366	0	0	214	450	266	379	398	353	280	0	214	223	53	475	209	346	0	0	76	396	393	326	0	305	456	41	25	21	12	27	20	5	12	5500	30440	1270	16223	3861
320	40	1276048	52	372	303	3	134	52	39	18	106	64	6	26	0	2544	2283	510	1322	4920	686	2330	1037	1491	1715	2933	2070	4813	736	1744	2043	1976	2391	2971	1726	2452	0	0	2270	3162	2376	523	0	985	2165	1191	3992	2287	2125	1090	2594	2164	0	1457	3288	1826	1043	2401	2736	0	4349	0	3099	1841	0	0	1832	2808	0	2232	0	0	1193	1029	2780	0	2736	0	1807	2751	0	48	28	26	13	30	23	5	14	27860	31490	1350	73629	4470
321	40	518566	6	536	76	3	20	6	7	3	15	9	0	2	0	0	0	3899	0	0	0	0	0	0	0	0	0	0	10141	0	8620	0	6766	4577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6815	0	24	14	15	8	15	13	2	6	17740	53540	895	15869	2317
322	40	954551	41	332	248	3	101	37	32	16	84	52	4	19	0	0	2332	692	0	2916	2694	2932	1637	1099	0	0	0	2743	1122	2023	824	0	1849	0	0	1266	0	2621	1337	0	829	0	0	3353	1386	2010	3370	1417	1512	1474	1748	2442	0	2486	1752	0	1990	2514	1342	0	1564	0	2490	2752	2926	1862	2072	0	1844	1785	2850	0	2968	1540	0	0	0	0	0	0	0	41	25	21	12	27	20	5	12	21080	28180	1170	53418	3861
323	40	237355	53	245	91	3	137	48	33	17	104	70	5	25	0	1346	822	742	931	858	324	209	736	0	451	0	426	472	181	0	77	230	0	167	518	906	193	259	215	256	526	321	674	188	366	212	402	0	556	147	0	327	0	0	440	0	529	349	0	0	526	447	339	379	87	489	316	342	177	144	500	573	359	0	0	279	493	537	456	445	0	41	25	21	12	27	20	5	12	5800	20050	1015	21380	3861
324	40	497681	22	200	198	3	69	25	26	6	43	34	2	13	0	0	1313	2044	0	2223	1624	0	1271	1295	763	0	0	0	0	0	0	2509	1578	946	0	0	0	0	0	0	1305	2780	0	1704	0	0	0	0	0	0	0	0	0	0	0	0	1925	1920	2234	2254	0	0	0	0	0	0	0	0	1959	0	1606	0	2523	0	0	0	1592	0	0	2328	0	38	22	20	11	24	19	5	12	11320	20140	775	29361	3564
325	40	1491810	41	469	248	3	109	41	33	16	77	54	5	19	5464	1841	0	4126	3223	0	3890	2105	1166	2897	0	0	0	2915	0	0	2532	3495	2754	4005	2736	0	1643	0	1677	2098	4288	0	0	2433	0	1803	1481	3332	3910	2890	0	0	1027	0	2322	0	4818	2445	0	0	2518	1705	3526	3787	4197	0	1552	0	3836	2931	1726	1148	0	1743	2471	0	0	5951	0	0	0	57	34	30	18	36	29	6	16	33100	41190	1540	123623	5352
326	40	55424	38	103	52	3	97	34	26	13	71	45	4	18	0	180	78	0	59	0	0	0	0	0	0	0	216	30	0	0	0	141	0	0	117	109	0	36	0	0	399	136	77	134	0	221	73	137	0	126	0	238	222	131	87	91	0	0	0	0	0	304	0	159	52	331	0	0	256	0	277	159	155	134	0	6	0	0	180	70	238	41	25	21	12	27	20	5	12	1620	8790	480	1049	3861
327	40	1009140	46	304	321	3	121	49	32	12	88	54	5	23	0	0	3644	2320	0	462	3181	0	0	1858	3858	0	0	730	2298	1255	1044	3037	1558	1963	666	886	0	2303	0	0	3649	0	0	0	1320	0	1774	3618	2236	2083	1713	0	2614	2601	0	2293	3220	1673	0	2822	2770	2093	2404	645	0	2949	1366	2070	1642	3146	2213	2920	1710	1099	2908	2324	2320	0	0	0	364	52	31	27	15	33	26	6	15	22160	24570	1255	49091	4871
328	40	1345574	66	537	221	3	174	67	46	20	131	85	7	34	2812	379	2394	1352	842	1474	2508	1351	1551	549	1408	2204	799	1383	1768	2349	1774	2857	2130	3909	1434	1745	2657	1012	2142	1702	2329	1056	1050	1723	1292	529	2644	1918	2005	3311	2924	1364	2290	1701	2113	1444	1822	1454	1798	2049	1673	1569	1304	2193	2780	2576	1420	1273	1311	1028	3288	2111	1530	1062	1307	1311	2365	0	1533	2126	1707	52	31	27	15	33	26	6	15	29680	45290	1740	119820	4871
329	40	1022220	24	566	162	3	63	20	12	9	50	29	4	14	0	0	0	0	0	0	4803	2749	4011	1460	0	3146	3256	1643	3107	4055	0	3886	0	0	0	5685	0	3352	0	4390	3663	0	0	0	0	2857	4137	0	0	0	3043	0	0	0	5416	0	0	0	0	0	0	0	0	0	5358	5136	0	0	0	0	0	0	0	0	5247	0	4342	2941	0	3877	0	38	22	20	11	24	19	5	12	24340	46230	1305	77030	3564
330	40	151199	19	384	32	3	55	18	13	6	45	23	1	11	749	0	0	358	0	527	0	0	0	0	0	0	676	0	0	0	370	0	0	0	0	823	0	0	543	0	0	1146	0	0	0	0	0	0	481	541	0	0	508	0	0	0	821	992	0	0	0	0	0	0	0	0	566	0	592	0	0	583	0	0	584	0	0	673	0	919	0	38	22	20	11	24	19	5	12	5460	34890	1090	7927	3564
331	40	715467	26	341	172	3	70	22	20	11	50	27	2	12	0	0	2156	1396	0	1873	0	2203	0	3272	1906	0	0	0	2417	3643	0	0	0	0	0	2045	0	2016	0	0	2302	0	3425	2538	0	0	0	0	0	0	0	1516	0	0	0	2945	0	0	0	0	1802	2622	1657	0	2549	0	0	0	2271	2948	0	1860	0	650	2587	0	0	1909	0	0	2138	41	25	21	12	27	20	5	12	16760	28500	1230	27093	3861
332	40	1364528	10	626	230	3	25	9	4	3	13	9	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7396	0	18042	0	0	0	0	0	0	0	0	17241	14643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15375	0	0	15217	0	13736	0	0	0	0	0	0	10602	15384	16188	0	0	0	0	32	19	17	7	21	14	4	10	35100	43880	1175	61948	2979
333	40	1822072	18	538	342	3	41	17	6	5	36	21	3	5	0	0	0	0	0	12291	0	0	0	0	0	0	0	0	11498	10126	0	0	0	0	0	12619	0	0	9261	0	0	0	0	0	0	9155	0	0	0	0	11027	0	0	0	9050	0	0	10151	0	8563	11607	0	0	0	14560	9922	0	6433	0	0	0	6983	0	0	10122	7312	0	0	13336	0	0	48	28	26	13	30	23	5	14	42020	41540	1435	70987	4470
334	40	2498543	35	514	366	3	100	37	27	7	71	52	5	20	4663	4488	0	8079	0	0	3186	0	3018	0	5200	5219	0	6329	0	0	0	0	0	0	3605	0	7528	0	0	6483	0	6214	5827	6702	3585	3760	0	5249	7032	0	3069	3953	5325	0	4961	3817	0	3375	0	4080	0	0	5863	7785	0	0	5858	0	2746	0	0	8396	8629	0	7622	0	0	4304	0	6107	6213	48	28	26	13	30	23	5	14	54540	47040	1635	120679	4470
335	40	1210588	27	509	184	3	74	22	15	10	52	35	3	19	4350	0	2922	0	2180	0	0	4657	3699	0	0	3208	0	0	0	0	0	5111	0	0	3649	0	3189	0	0	3918	3052	3085	2719	4565	3458	3414	2920	0	1734	0	0	0	3777	0	0	0	2804	0	0	0	3865	0	0	0	0	0	3733	0	0	0	0	0	0	4148	0	3988	2589	4011	2847	0	0	47	27	24	13	30	22	6	14	27860	43670	1385	72684	4334
336	40	319893	17	199	132	3	55	18	9	2	32	26	3	18	1612	0	0	0	2418	797	1900	0	0	0	0	1153	0	0	0	1112	0	0	1679	0	1181	0	0	0	0	0	0	0	0	0	2136	0	0	0	0	0	0	0	1229	0	832	0	1645	0	0	0	0	0	0	0	1731	1437	0	0	0	0	0	0	1474	0	0	0	2896	0	0	1096	0	38	22	20	11	24	19	5	12	7920	18570	770	4304	3564
337	40	750086	67	598	107	3	178	67	46	20	133	86	7	34	1115	1278	869	693	1433	793	916	1126	2036	921	1384	1247	1460	1279	1005	482	550	945	808	1445	1159	426	1235	630	1158	1121	1221	732	641	653	1136	1105	776	959	618	1506	927	1373	1918	733	902	510	1303	1165	564	637	540	520	431	1112	610	396	878	1079	698	1077	543	1172	1044	468	616	1098	1191	653	1295	827	943	57	34	30	18	36	29	6	16	17420	52040	1875	87315	5352
338	40	566735	33	370	117	3	95	33	25	14	63	37	2	17	0	5	2231	709	1569	0	2551	1442	1354	955	0	0	1346	0	0	0	0	0	0	0	0	0	0	1375	0	894	0	1722	0	1749	480	1328	1410	0	0	1040	1071	0	1099	1249	1320	1334	966	0	0	1164	1153	0	1314	0	0	0	0	1236	1386	1942	0	1502	0	0	0	871	0	1244	0	2417	0	41	25	21	12	27	20	5	12	13420	31500	1245	31496	3861
339	40	834944	41	385	184	3	108	40	22	14	85	55	4	18	1176	0	0	0	0	1688	0	1798	2680	1866	0	0	305	1027	1580	0	1584	0	1814	0	0	649	0	1522	1212	0	0	1251	2711	1621	0	2161	0	0	0	0	2547	2990	0	1886	1793	1337	1530	645	1902	3344	0	1439	0	1736	2021	2647	972	2070	0	909	1955	0	1567	1347	1562	1727	0	1157	2392	2547	0	41	25	21	12	27	20	5	12	18880	33060	1240	54103	3861
340	40	2628989	41	610	327	3	111	40	26	14	80	56	6	23	0	0	0	0	6520	0	2780	7310	3909	5479	0	5666	2155	5978	4251	0	5680	3639	5853	8213	7377	0	4501	0	1086	0	4608	6868	3467	5300	4401	0	3658	0	4863	1603	1830	3103	4028	0	2963	0	7093	4449	8052	0	0	0	4875	8398	4849	0	3079	4694	5474	0	0	0	4403	4836	0	0	0	4322	0	0	7594	48	28	26	13	30	23	5	14	57360	53920	1675	136701	4470
341	40	250940	13	102	234	3	34	15	11	4	26	18	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2453	0	784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2872	0	0	0	951	0	0	2368	0	0	0	0	0	0	611	0	1386	0	1814	2491	0	972	0	2147	0	0	0	2298	0	0	0	0	0	2722	41	25	21	12	27	20	5	12	5960	9250	420	12422	3861
342	40	651570	9	238	258	3	21	9	4	2	18	12	1	7	0	0	3710	0	0	0	0	0	0	0	0	7031	0	0	7802	0	0	3618	0	0	0	0	0	0	0	0	0	0	9099	0	8806	0	0	0	0	7369	0	0	0	0	0	0	0	0	0	0	0	0	0	8493	0	0	0	0	0	0	0	0	0	0	0	0	5450	0	0	0	0	34	20	15	10	21	17	5	12	15680	19780	745	22016	3125
343	40	1176225	2	268	302	3	2	4	1	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41048	0	0	0	0	0	39841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	2	46	6	5	2	4	29280	18660	395	7895	1040
344	40	2161994	46	630	276	3	128	48	31	11	93	54	3	27	4821	0	0	0	0	2883	3495	6671	5370	3942	1298	3569	0	3604	0	4560	5430	4653	3544	5715	2587	3873	4969	3776	3600	3751	6511	1870	3060	0	0	0	0	3680	0	2701	0	3492	2455	788	0	6099	4272	0	0	3497	1930	0	0	2812	4733	3627	4100	2362	2448	4158	0	3002	0	4113	3742	5049	4472	0	0	3214	3639	60	36	31	19	39	31	7	17	47620	53430	1760	166598	5659
345	40	211580	21	133	112	3	55	14	6	7	44	27	1	12	508	0	517	0	426	0	902	722	0	0	0	0	0	908	0	0	0	0	0	0	0	0	0	500	0	1447	0	0	851	160	660	611	0	0	754	0	61	0	0	817	0	580	0	0	0	0	0	0	0	0	0	0	915	0	0	0	0	0	0	847	1092	0	0	160	0	1396	0	41	25	21	12	27	20	5	12	5180	10480	600	3085	3861
346	40	427433	64	318	111	3	175	64	45	20	128	82	7	34	576	0	45	542	294	1166	358	317	371	474	716	1082	195	221	792	409	123	871	665	476	362	998	464	674	494	542	278	785	713	361	504	978	420	369	329	522	863	811	804	833	443	243	617	601	94	591	564	800	444	672	350	0	357	178	958	982	240	0	260	1101	693	585	650	842	589	531	0	41	25	21	12	27	20	5	12	9900	27630	1230	30821	3861
347	40	527483	37	302	143	3	100	28	25	11	68	48	3	18	0	1616	1818	0	2563	112	1634	1586	0	0	0	0	1377	1153	0	636	1042	0	0	0	349	0	1193	771	0	1674	0	649	1503	0	790	353	1015	388	1668	0	0	0	0	0	1119	1477	0	0	1669	0	307	1653	0	0	2083	0	0	953	1224	1316	1088	903	1424	1677	932	0	0	0	959	0	578	38	22	20	11	24	19	5	12	12180	23970	1040	34705	3564
348	40	50987	23	108	60	3	58	19	20	7	48	29	2	10	0	343	0	0	0	0	0	0	0	526	514	0	302	0	0	0	133	169	146	0	350	0	0	298	0	0	657	324	0	0	0	64	0	186	131	0	0	127	0	325	0	0	0	0	0	0	0	0	0	208	0	279	0	0	0	0	0	362	0	408	0	242	0	0	216	0	192	36	21	20	11	24	18	4	9	1660	8570	500	758	3394
349	40	1296503	16	422	283	3	48	20	11	5	34	24	2	10	8241	8942	0	0	0	0	0	0	0	0	0	7850	0	0	6727	0	0	0	6930	0	0	0	0	9460	0	0	0	0	0	0	0	0	0	8166	0	0	0	0	8122	0	0	0	6629	0	0	2116	0	9282	0	0	0	9704	0	0	10259	0	0	0	4109	9634	0	0	0	0	0	3445	0	39	23	22	11	24	20	4	12	30200	39540	1195	91027	3700
350	40	258696	8	329	89	3	16	11	4	0	16	11	1	6	0	0	0	0	0	0	0	0	4664	0	0	0	0	0	0	3786	0	0	0	0	0	0	0	0	0	0	0	0	4651	0	4915	0	0	0	0	0	0	0	0	0	1715	0	0	0	0	1390	0	0	0	0	0	0	0	0	0	0	3766	0	0	0	0	0	4302	0	0	0	0	27	17	10	9	18	14	5	10	8880	25920	825	13934	2516
351	40	1964396	5	561	259	3	13	7	3	1	8	8	0	5	0	0	0	0	36798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36234	0	0	0	0	0	0	0	15137	0	0	0	0	0	37885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19338	0	0	0	19	11	10	42	12	9	3	6	48560	46010	740	40826	1928
352	40	768493	2	424	374	3	5	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80102	0	0	0	0	0	0	0	0	0	8	6	2	10	6	6	2	2	23440	21180	400	23992	826
353	40	2617336	15	508	384	3	40	9	9	4	30	23	1	14	12857	0	0	0	0	0	0	18202	0	0	0	0	0	19608	0	0	0	0	0	0	12553	14573	11910	0	0	13450	0	0	0	14033	0	0	0	0	11522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11460	0	7065	0	0	13077	0	0	15185	0	0	0	4442	0	15387	0	0	36	21	19	11	21	18	3	12	58340	42970	1135	136530	3341
354	40	1200416	61	510	210	3	168	60	42	20	122	73	7	31	0	0	1539	3046	1632	3190	0	1958	669	792	2746	1697	987	2663	1303	1421	1998	1708	3592	0	2217	1724	2558	3725	2066	1309	2282	3661	2048	1586	1143	2665	1787	2365	1573	2445	2436	2562	1735	1681	788	664	1061	1464	2069	577	1240	1006	1646	2116	945	568	415	833	1151	2040	2727	1808	1764	0	2502	1149	1585	314	0	1232	793	52	31	27	15	33	26	6	15	26760	44440	1650	121696	4871
355	40	1878559	18	413	343	3	56	20	14	4	35	27	3	11	0	0	0	8890	3421	5506	6643	0	0	0	7765	8106	0	0	0	0	0	0	7495	9956	7519	0	7629	0	0	0	0	0	0	0	0	11007	0	0	7222	0	0	9711	8402	0	6476	0	0	0	0	0	0	0	0	0	0	0	0	0	11446	11190	0	0	0	0	0	0	0	0	0	3168	0	42	26	23	12	27	21	4	12	41860	39130	1150	110037	3997
356	40	2464173	3	611	302	3	9	7	1	1	5	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87450	0	0	0	0	0	49826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	10	3	71	9	7	3	6	61800	54660	590	7100	1523
357	40	1230920	24	276	391	3	71	19	19	6	49	34	3	11	0	0	2706	4023	0	5548	5685	0	0	7445	0	2896	0	0	4674	0	0	0	6176	0	0	0	0	2396	0	0	0	1252	0	0	0	0	0	0	1251	0	6672	0	0	0	0	6803	6922	5439	0	0	0	0	0	0	0	3189	4252	2879	0	0	6264	2674	3711	0	4426	0	0	6192	4369	0	0	38	22	20	11	24	19	5	12	27100	25830	1000	48543	3564
358	40	333317	35	152	186	3	91	36	23	12	65	41	1	21	0	502	709	0	0	0	0	713	99	825	0	0	1312	264	0	535	944	0	0	630	0	0	943	0	361	887	0	854	0	672	1446	0	401	0	0	0	0	99	570	1400	907	530	0	0	0	984	0	0	662	0	1422	0	712	1345	0	0	0	935	473	971	1350	301	1533	220	0	0	1742	41	25	21	12	27	20	5	12	7680	12350	650	12470	3861
359	40	2197068	43	638	337	3	110	41	36	14	83	58	3	21	0	5216	7266	6815	0	0	4461	0	5173	3604	6677	1845	3432	5386	2230	3305	4990	5713	0	0	0	2001	5681	0	0	0	0	4493	6075	7510	4799	7194	0	7501	5915	0	4123	4234	0	0	0	0	6186	0	3531	6808	3640	5967	3890	0	3883	5022	4357	6822	5052	4921	3447	10048	3305	0	6114	0	2659	0	0	3591	0	64	37	35	19	39	32	6	18	48600	53840	1905	145550	5961
360	40	686851	33	435	133	3	87	32	18	13	69	44	4	18	0	0	1957	0	0	0	1439	2030	0	1649	1240	1994	935	2117	1693	0	1532	0	2265	0	0	1056	0	1289	0	1489	1836	0	0	1391	0	2190	2296	0	2091	0	1472	0	0	1326	0	0	0	0	1890	2003	1547	550	0	1860	0	2302	2209	0	0	2861	0	1395	1623	0	0	0	2186	0	0	2345	0	48	29	22	14	30	24	6	15	16080	36920	1235	70107	4432
361	40	600171	60	198	280	3	152	62	43	20	117	76	6	30	0	659	973	561	1697	1094	0	653	1116	964	1506	1631	862	1290	1117	1823	1772	1177	995	0	1284	1000	1653	572	961	0	232	317	410	1308	456	39	683	759	1416	324	0	1358	393	0	1371	0	751	567	2285	2068	710	217	884	451	1090	731	1301	1016	820	1587	853	71	825	1170	712	648	418	1324	173	347	0	48	28	26	13	30	23	5	14	13220	16630	880	34687	4470
362	40	1340904	56	378	336	3	147	60	36	16	110	71	6	30	3000	3501	0	2318	0	1030	2667	2100	1839	1375	3679	2876	0	2436	0	1497	2310	956	2559	1157	0	2436	2508	1799	2772	2477	2448	2394	0	2450	3041	1275	2759	0	1478	1822	3255	1925	626	3106	1805	1802	3531	1177	1855	1616	2297	2012	3055	0	3423	3667	1159	1672	2805	3421	1721	1813	1234	2903	4390	0	1380	0	3211	1173	0	48	28	26	13	30	23	5	14	29220	30790	1415	109611	4470
363	40	567063	54	320	160	3	139	56	34	19	109	64	7	25	0	867	455	656	0	0	0	1507	593	1340	1394	728	496	652	708	884	210	336	1249	615	808	1219	1602	1213	0	457	2850	0	1946	803	601	422	921	927	1013	649	474	0	1186	1307	1366	0	954	814	1247	1599	125	743	801	0	0	1462	0	863	1299	1640	791	470	1358	791	528	0	579	857	0	591	1095	41	25	21	12	27	20	5	12	12840	26710	1130	112598	3861
364	40	1217581	30	533	189	3	79	31	26	12	63	36	4	15	4146	3022	1490	1046	0	0	2810	4362	2469	4966	0	0	3074	0	0	2681	3846	3135	0	0	5093	0	3210	0	2076	3898	5153	0	0	2410	0	0	0	3422	0	3641	3512	3033	0	0	4983	0	0	0	0	3665	0	0	0	4622	0	0	0	0	0	0	0	0	2906	0	2529	3196	0	2962	0	3213	0	46	28	24	15	30	23	5	13	28040	47600	1450	125862	4342
365	40	982276	42	306	281	3	117	35	29	15	83	52	3	23	0	0	0	0	1134	1633	1714	2406	1465	806	1616	1992	1972	2382	2611	3294	0	2393	1243	0	0	1010	2647	1772	0	2135	2917	1911	0	0	0	2030	4144	1922	1252	0	0	0	2384	4944	0	0	409	0	1167	0	0	1473	2271	1158	939	1466	0	3805	0	0	0	2837	4011	2990	1228	2770	786	0	595	2455	0	52	31	27	15	33	26	6	15	21760	24930	1215	51510	4871
366	40	1249052	44	351	313	3	115	42	34	15	88	59	6	19	0	2988	0	4079	0	3047	2797	2817	0	1036	2276	4743	3009	0	0	0	0	2266	3498	2735	982	3797	0	2629	2491	0	1602	1354	0	0	2659	2825	0	1679	3456	0	4182	3780	0	2175	0	2826	3488	2375	3287	1799	0	2584	2255	2456	0	1538	0	2302	0	1906	2683	1624	1847	1490	0	1206	0	0	1133	1822	2335	52	31	27	15	33	26	6	15	27400	30600	1360	40439	4871
367	40	1455062	15	327	312	3	28	17	8	3	29	21	3	5	0	0	0	0	0	0	7267	0	0	0	0	0	0	0	0	0	6114	0	0	9175	5613	7064	0	0	0	0	4594	0	0	0	0	0	0	0	0	0	0	0	0	3757	0	0	0	7557	9020	8702	0	0	7335	4895	0	0	0	0	0	6395	0	0	0	2793	0	0	0	0	0	11850	0	30	21	14	12	24	18	5	7	32680	25810	1030	40147	3020
368	40	1802170	9	527	275	3	29	4	5	3	18	10	0	4	0	0	0	0	17555	0	6346	0	0	0	0	0	0	0	0	0	18416	0	0	0	0	0	0	0	9842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18143	0	0	0	0	0	0	0	0	17480	0	0	0	0	0	19086	0	0	0	0	0	0	0	0	0	18626	19477	0	27	17	16	9	18	14	2	6	42820	43070	970	52201	2614
369	40	1297110	44	459	208	3	122	43	32	13	85	56	2	23	0	2223	1298	0	1677	0	3834	3117	0	0	0	2501	1440	3285	2692	0	765	2249	1857	2661	0	0	2067	0	3991	2936	1072	2432	2643	0	1602	0	2545	1502	2343	2264	0	463	2657	1576	0	2209	2442	0	2403	0	1641	0	2293	2104	2134	3134	2107	0	0	2348	2007	2128	2120	0	0	2814	1052	0	0	1148	1671	48	28	26	13	30	23	5	14	28680	38740	1405	86168	4470
370	40	583965	62	584	83	3	166	59	43	17	125	81	7	29	1063	402	715	936	798	805	1085	1048	752	1145	788	681	612	972	0	794	1022	511	554	412	1045	997	1077	588	358	618	929	384	1231	0	531	1176	962	641	432	627	368	673	0	404	491	961	606	1053	722	1396	0	957	785	1295	984	231	364	673	402	419	1096	782	1234	0	864	1242	940	990	574	402	723	48	28	26	13	30	23	5	14	13880	50450	1605	83841	4470
371	40	1615077	14	429	347	3	39	10	8	3	27	15	0	6	0	9309	0	0	0	0	0	0	0	0	0	0	0	9950	0	0	0	8417	13750	0	0	0	0	0	6491	0	0	0	0	0	0	0	0	0	10268	0	0	0	0	0	0	15143	0	0	0	0	4121	0	14143	0	0	0	12225	13344	0	10666	0	12546	0	0	0	0	0	0	0	0	8502	45	27	21	12	27	21	5	15	37480	33100	1290	52696	4111
372	40	411651	43	567	60	3	102	47	28	12	83	51	4	17	0	965	0	908	621	0	633	794	799	0	895	0	0	359	587	646	699	0	0	0	583	0	698	288	0	1227	798	0	1020	716	672	0	0	1087	923	846	0	1107	0	570	749	681	852	0	1101	435	553	841	744	841	0	0	0	0	0	964	869	713	878	854	353	1061	1014	762	1113	0	0	41	25	21	12	27	20	5	12	10720	46020	1545	54926	3861
