Scenario	Horizon	CapReq	Products	NumOfOrders	BatchSizes	System	WS1	WS2	WS3	WS4	WS5	WS6	WS7	WS8	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29	P30	P31	P32	P33	P34	P35	P36	P37	P38	P39	P40	P41	P42	P43	P44	P45	P46	P47	P48	P49	P50	P51	P52	P53	P54	P55	P56	P57	P58	P59	P60	P61	P62	P63	P64	P65	P66	P67	WS1	WS2	WS3	WS4	WS5	WS6	WS7	WS8	OperatorCost	OperationCost	SetupCost	LatenessCost	Investment
312	40	874592	42	238	337	2	106	40	29	12	80	53	4	21	938	0	1738	850	1799	2422	1803	2323	2111	2640	1965	1472	0	1294	2209	1980	2347	2284	3760	1467	2306	3805	0	1767	0	0	0	0	1073	1853	1249	0	2444	1704	1951	0	0	0	0	0	0	2789	0	1975	974	1033	2646	461	382	0	0	1604	2538	0	2626	3925	0	1299	0	0	1021	1214	0	0	0	2090	0	106	40	29	12	80	53	4	21	9500	19800	250	10490	7935
313	40	555344	58	150	291	2	156	59	40	19	116	73	4	27	274	141	0	1656	811	0	0	611	0	1572	303	0	503	1879	224	0	376	612	0	1140	0	1159	734	439	590	925	0	1330	913	993	545	484	4	499	0	348	392	914	882	512	778	176	1263	463	0	615	1252	1547	2428	1060	1492	560	1504	380	0	993	531	1508	115	1272	155	864	514	193	537	1060	627	147	59	38	18	109	70	4	26	6180	12960	205	100	10926
314	40	435844	59	152	257	2	161	57	45	16	114	78	7	32	718	724	1023	980	391	407	0	0	849	431	487	1208	1701	457	0	562	861	362	750	414	337	364	588	0	783	977	109	416	0	421	1080	886	0	0	0	1615	1216	0	118	448	1026	1676	225	799	283	0	577	980	938	209	100	418	683	1313	912	0	0	492	583	825	100	0	1389	710	204	800	2121	148	52	36	15	107	70	7	30	4940	13620	205	7790	10678
315	40	2148383	7	541	356	2	22	3	12	2	13	12	1	2	0	0	0	30057	0	0	31857	0	0	0	0	0	0	28781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25805	0	0	0	0	0	0	0	16744	0	38400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20929	0	0	0	0	0	0	0	0	22	3	12	2	13	12	1	2	22740	51780	435	22190	1594
316	40	65438	2	341	40	2	2	1	1	2	5	1	0	0	0	0	6080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	5	1	0	0	1040	20460	200	1940	211
317	40	1437175	21	409	299	2	55	18	16	7	41	28	2	10	0	0	6170	8134	0	6977	6359	0	2187	0	0	2793	4154	0	5292	0	4758	8187	0	7547	0	8203	0	5984	0	4101	0	0	7392	3090	0	0	10414	0	0	0	0	0	0	0	0	0	0	5501	0	0	0	0	4981	0	0	0	0	0	0	4732	0	0	0	0	5262	0	0	0	0	0	0	55	18	16	7	41	28	2	10	15340	34710	335	11770	4036
318	40	633446	37	259	207	2	96	36	22	12	74	50	1	23	1001	0	0	0	1872	634	0	1970	0	1271	1452	0	1454	1582	2531	720	1180	0	0	0	0	1504	1871	1693	0	1384	1050	2392	1614	1346	1094	1769	1459	0	0	0	0	0	1338	1920	0	0	0	0	1690	1480	1021	0	0	1537	858	278	0	0	1144	0	0	1083	0	2036	1156	0	1986	2333	1027	0	0	96	36	22	12	74	50	1	23	7060	22070	200	4360	7084
319	40	203970	47	346	48	2	125	56	37	11	91	61	5	25	0	627	0	422	320	254	248	0	0	260	165	404	328	359	0	175	543	0	0	344	510	246	0	355	0	0	0	273	408	0	461	202	719	520	515	0	443	213	552	0	528	366	0	0	214	450	266	379	398	353	280	0	214	223	53	475	209	346	0	0	76	396	393	326	0	305	456	125	56	37	11	91	61	5	25	2480	30440	200	1570	9735
320	40	1276048	52	372	303	2	134	52	39	18	106	64	6	26	0	2544	2283	510	1322	4920	686	2330	1037	1491	1715	2933	2070	4813	736	1744	2043	1976	2391	2971	1726	2452	0	0	2270	3162	2376	523	0	985	2165	1191	3992	2287	2125	1090	2594	2164	0	1457	3288	1826	1043	2401	2736	0	4349	0	3099	1841	0	0	1832	2808	0	2232	0	0	1193	1029	2780	0	2736	0	1807	2751	0	134	52	39	18	106	64	6	26	13700	31490	295	5010	10179
321	40	518566	6	536	76	2	20	6	7	3	15	9	0	2	0	0	0	3899	0	0	0	0	0	0	0	0	0	0	10141	0	8620	0	6766	4577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6815	0	20	6	7	3	15	9	0	2	5860	53540	200	7540	1433
322	40	954551	41	332	248	2	101	37	32	16	84	52	4	19	0	0	2332	692	0	2916	2694	2932	1637	1099	0	0	0	2743	1122	2023	824	0	1849	0	0	1266	0	2621	1337	0	829	0	0	3353	1386	2010	3370	1417	1512	1474	1748	2442	0	2486	1752	0	1990	2514	1342	0	1564	0	2490	2752	2926	1862	2072	0	1844	1785	2850	0	2968	1540	0	0	0	0	0	0	0	101	37	32	16	84	52	4	19	10360	28180	255	3360	7780
323	40	237355	53	245	91	2	137	48	33	17	104	70	5	25	0	1346	822	742	931	858	324	209	736	0	451	0	426	472	181	0	77	230	0	167	518	906	193	259	215	256	526	321	674	188	366	212	402	0	556	147	0	327	0	0	440	0	529	349	0	0	526	447	339	379	87	489	316	342	177	144	500	573	359	0	0	279	493	537	456	445	0	135	47	33	17	101	67	5	24	2860	20050	195	4560	9777
324	40	497681	22	200	198	2	69	25	26	6	43	34	2	13	0	0	1313	2044	0	2223	1624	0	1271	1295	763	0	0	0	0	0	0	2509	1578	946	0	0	0	0	0	0	1305	2780	0	1704	0	0	0	0	0	0	0	0	0	0	0	0	1925	1920	2234	2254	0	0	0	0	0	0	0	0	1959	0	1606	0	2523	0	0	0	1592	0	0	2328	0	69	25	26	6	43	34	2	13	5560	20140	200	4120	5232
325	40	1491810	41	469	248	2	109	41	33	16	77	54	5	19	5464	1841	0	4126	3223	0	3890	2105	1166	2897	0	0	0	2915	0	0	2532	3495	2754	4005	2736	0	1643	0	1677	2098	4288	0	0	2433	0	1803	1481	3332	3910	2890	0	0	1027	0	2322	0	4818	2445	0	0	2518	1705	3526	3787	4197	0	1552	0	3836	2931	1726	1148	0	1743	2471	0	0	5951	0	0	0	109	41	33	16	77	54	5	19	15900	41190	335	23420	8203
326	40	55424	38	103	52	2	97	34	26	13	71	45	4	18	0	180	78	0	59	0	0	0	0	0	0	0	216	30	0	0	0	141	0	0	117	109	0	36	0	0	399	136	77	134	0	221	73	137	0	126	0	238	222	131	87	91	0	0	0	0	0	304	0	159	52	331	0	0	256	0	277	159	155	134	0	6	0	0	180	70	238	92	31	25	9	64	42	4	17	980	8790	170	160	6591
327	40	1009140	46	304	321	2	121	49	32	12	88	54	5	23	0	0	3644	2320	0	462	3181	0	0	1858	3858	0	0	730	2298	1255	1044	3037	1558	1963	666	886	0	2303	0	0	3649	0	0	0	1320	0	1774	3618	2236	2083	1713	0	2614	2601	0	2293	3220	1673	0	2822	2770	2093	2404	645	0	2949	1366	2070	1642	3146	2213	2920	1710	1099	2908	2324	2320	0	0	0	364	121	49	32	12	88	54	5	23	10940	24570	265	9340	8984
328	40	1345574	66	537	221	2	174	67	46	20	131	85	7	34	2812	379	2394	1352	842	1474	2508	1351	1551	549	1408	2204	799	1383	1768	2349	1774	2857	2130	3909	1434	1745	2657	1012	2142	1702	2329	1056	1050	1723	1292	529	2644	1918	2005	3311	2924	1364	2290	1701	2113	1444	1822	1454	1798	2049	1673	1569	1304	2193	2780	2576	1420	1273	1311	1028	3288	2111	1530	1062	1307	1311	2365	0	1533	2126	1707	174	67	46	20	131	85	7	34	14460	45290	310	7860	12988
329	40	1022220	24	566	162	2	63	20	12	9	50	29	4	14	0	0	0	0	0	0	4803	2749	4011	1460	0	3146	3256	1643	3107	4055	0	3886	0	0	0	5685	0	3352	0	4390	3663	0	0	0	0	2857	4137	0	0	0	3043	0	0	0	5416	0	0	0	0	0	0	0	0	0	5358	5136	0	0	0	0	0	0	0	0	5247	0	4342	2941	0	3877	0	63	20	12	9	50	29	4	14	11080	46230	245	9640	4422
330	40	151199	19	384	32	2	55	18	13	6	45	23	1	11	749	0	0	358	0	527	0	0	0	0	0	0	676	0	0	0	370	0	0	0	0	823	0	0	543	0	0	1146	0	0	0	0	0	0	481	541	0	0	508	0	0	0	821	992	0	0	0	0	0	0	0	0	566	0	592	0	0	583	0	0	584	0	0	673	0	919	0	55	18	13	6	45	23	1	11	2000	34890	200	1390	3863
331	40	715467	26	341	172	2	70	22	20	11	50	27	2	12	0	0	2156	1396	0	1873	0	2203	0	3272	1906	0	0	0	2417	3643	0	0	0	0	0	2045	0	2016	0	0	2302	0	3425	2538	0	0	0	0	0	0	0	1516	0	0	0	2945	0	0	0	0	1802	2622	1657	0	2549	0	0	0	2271	2948	0	1860	0	650	2587	0	0	1909	0	0	2138	70	22	20	11	50	27	2	12	7880	28500	210	7810	4884
332	40	1364528	10	626	230	2	25	9	4	3	13	9	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7396	0	18042	0	0	0	0	0	0	0	0	17241	14643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15375	0	0	15217	0	13736	0	0	0	0	0	0	10602	15384	16188	0	0	0	0	25	9	4	3	13	9	1	8	14580	43880	315	15230	1664
333	40	1822072	18	538	342	2	41	17	6	5	36	21	3	5	0	0	0	0	0	12291	0	0	0	0	0	0	0	0	11498	10126	0	0	0	0	0	12619	0	0	9261	0	0	0	0	0	0	9155	0	0	0	0	11027	0	0	0	9050	0	0	10151	0	8563	11607	0	0	0	14560	9922	0	6433	0	0	0	6983	0	0	10122	7312	0	0	13336	0	0	41	17	6	5	36	21	3	5	19340	41540	395	6790	3018
334	40	2498543	35	514	366	2	100	37	27	7	71	52	5	20	4663	4488	0	8079	0	0	3186	0	3018	0	5200	5219	0	6329	0	0	0	0	0	0	3605	0	7528	0	0	6483	0	6214	5827	6702	3585	3760	0	5249	7032	0	3069	3953	5325	0	4961	3817	0	3375	0	4080	0	0	5863	7785	0	0	5858	0	2746	0	0	8396	8629	0	7622	0	0	4304	0	6107	6213	100	37	27	7	71	52	5	20	26400	47040	530	17210	7449
335	40	1210588	27	509	184	2	74	22	15	10	52	35	3	19	4350	0	2922	0	2180	0	0	4657	3699	0	0	3208	0	0	0	0	0	5111	0	0	3649	0	3189	0	0	3918	3052	3085	2719	4565	3458	3414	2920	0	1734	0	0	0	3777	0	0	0	2804	0	0	0	3865	0	0	0	0	0	3733	0	0	0	0	0	0	4148	0	3988	2589	4011	2847	0	0	74	22	15	10	52	35	3	19	12940	43670	290	10080	5105
336	40	319893	17	199	132	2	55	18	9	2	32	26	3	18	1612	0	0	0	2418	797	1900	0	0	0	0	1153	0	0	0	1112	0	0	1679	0	1181	0	0	0	0	0	0	0	0	0	2136	0	0	0	0	0	0	0	1229	0	832	0	1645	0	0	0	0	0	0	0	1731	1437	0	0	0	0	0	0	1474	0	0	0	2896	0	0	1096	0	55	18	9	2	32	26	3	18	3740	18570	200	200	3755
337	40	750086	67	598	107	2	178	67	46	20	133	86	7	34	1115	1278	869	693	1433	793	916	1126	2036	921	1384	1247	1460	1279	1005	482	550	945	808	1445	1159	426	1235	630	1158	1121	1221	732	641	653	1136	1105	776	959	618	1506	927	1373	1918	733	902	510	1303	1165	564	637	540	520	431	1112	610	396	878	1079	698	1077	543	1172	1044	468	616	1098	1191	653	1295	827	943	178	67	46	20	133	86	7	34	8200	52040	205	7760	13148
338	40	566735	33	370	117	2	95	33	25	14	63	37	2	17	0	5	2231	709	1569	0	2551	1442	1354	955	0	0	1346	0	0	0	0	0	0	0	0	0	0	1375	0	894	0	1722	0	1749	480	1328	1410	0	0	1040	1071	0	1099	1249	1320	1334	966	0	0	1164	1153	0	1314	0	0	0	0	1236	1386	1942	0	1502	0	0	0	871	0	1244	0	2417	0	95	33	25	14	63	37	2	17	6320	31500	200	5140	6631
339	40	834944	41	385	184	2	108	40	22	14	85	55	4	18	1176	0	0	0	0	1688	0	1798	2680	1866	0	0	305	1027	1580	0	1584	0	1814	0	0	649	0	1522	1212	0	0	1251	2711	1621	0	2161	0	0	0	0	2547	2990	0	1886	1793	1337	1530	645	1902	3344	0	1439	0	1736	2021	2647	972	2070	0	909	1955	0	1567	1347	1562	1727	0	1157	2392	2547	0	108	40	22	14	85	55	4	18	9100	33060	240	4960	7832
340	40	2628989	41	610	327	2	111	40	26	14	80	56	6	23	0	0	0	0	6520	0	2780	7310	3909	5479	0	5666	2155	5978	4251	0	5680	3639	5853	8213	7377	0	4501	0	1086	0	4608	6868	3467	5300	4401	0	3658	0	4863	1603	1830	3103	4028	0	2963	0	7093	4449	8052	0	0	0	4875	8398	4849	0	3079	4694	5474	0	0	0	4403	4836	0	0	0	4322	0	0	7594	111	40	26	14	80	56	6	23	27780	53920	540	1890	8114
341	40	250940	13	102	234	2	34	15	11	4	26	18	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2453	0	784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2872	0	0	0	951	0	0	2368	0	0	0	0	0	0	611	0	1386	0	1814	2491	0	972	0	2147	0	0	0	2298	0	0	0	0	0	2722	34	15	11	4	26	18	2	5	3000	9250	185	0	2709
342	40	651570	9	238	258	2	21	9	4	2	18	12	1	7	0	0	3710	0	0	0	0	0	0	0	0	7031	0	0	7802	0	0	3618	0	0	0	0	0	0	0	0	0	0	9099	0	8806	0	0	0	0	7369	0	0	0	0	0	0	0	0	0	0	0	0	0	8493	0	0	0	0	0	0	0	0	0	0	0	0	5450	0	0	0	0	21	9	4	2	18	12	1	7	7180	19780	210	14840	1640
343	40	1176225	2	268	302	2	2	4	1	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41048	0	0	0	0	0	39841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	0	3	4	0	0	12660	18660	285	7320	363
344	40	2161994	46	630	276	2	128	48	31	11	93	54	3	27	4821	0	0	0	0	2883	3495	6671	5370	3942	1298	3569	0	3604	0	4560	5430	4653	3544	5715	2587	3873	4969	3776	3600	3751	6511	1870	3060	0	0	0	0	3680	0	2701	0	3492	2455	788	0	6099	4272	0	0	3497	1930	0	0	2812	4733	3627	4100	2362	2448	4158	0	3002	0	4113	3742	5049	4472	0	0	3214	3639	128	48	31	11	93	54	3	27	22980	53430	445	13100	9167
345	40	211580	21	133	112	2	55	14	6	7	44	27	1	12	508	0	517	0	426	0	902	722	0	0	0	0	0	908	0	0	0	0	0	0	0	0	0	500	0	1447	0	0	851	160	660	611	0	0	754	0	61	0	0	817	0	580	0	0	0	0	0	0	0	0	0	0	915	0	0	0	0	0	0	847	1092	0	0	160	0	1396	0	55	14	6	7	44	27	1	12	2640	10480	195	1950	3556
346	40	427433	64	318	111	2	175	64	45	20	128	82	7	34	576	0	45	542	294	1166	358	317	371	474	716	1082	195	221	792	409	123	871	665	476	362	998	464	674	494	542	278	785	713	361	504	978	420	369	329	522	863	811	804	833	443	243	617	601	94	591	564	800	444	672	350	0	357	178	958	982	240	0	260	1101	693	585	650	842	589	531	0	169	64	44	20	125	80	7	33	4840	27630	200	5970	12482
347	40	527483	37	302	143	2	100	28	25	11	68	48	3	18	0	1616	1818	0	2563	112	1634	1586	0	0	0	0	1377	1153	0	636	1042	0	0	0	349	0	1193	771	0	1674	0	649	1503	0	790	353	1015	388	1668	0	0	0	0	0	1119	1477	0	0	1669	0	307	1653	0	0	2083	0	0	953	1224	1316	1088	903	1424	1677	932	0	0	0	959	0	578	100	28	25	11	68	48	3	18	5840	23970	205	4410	6869
348	40	50987	23	108	60	2	58	19	20	7	48	29	2	10	0	343	0	0	0	0	0	0	0	526	514	0	302	0	0	0	133	169	146	0	350	0	0	298	0	0	657	324	0	0	0	64	0	186	131	0	0	127	0	325	0	0	0	0	0	0	0	0	0	208	0	279	0	0	0	0	0	362	0	408	0	242	0	0	216	0	192	58	19	20	7	48	29	2	10	980	8570	185	0	4388
349	40	1296503	16	422	283	2	48	20	11	5	34	24	2	10	8241	8942	0	0	0	0	0	0	0	0	0	7850	0	0	6727	0	0	0	6930	0	0	0	0	9460	0	0	0	0	0	0	0	0	0	8166	0	0	0	0	8122	0	0	0	6629	0	0	2116	0	9282	0	0	0	9704	0	0	10259	0	0	0	4109	9634	0	0	0	0	0	3445	0	48	20	11	5	34	24	2	10	13940	39540	310	16090	3583
350	40	258696	8	329	89	2	16	11	4	0	16	11	1	6	0	0	0	0	0	0	0	0	4664	0	0	0	0	0	0	3786	0	0	0	0	0	0	0	0	0	0	0	0	4651	0	4915	0	0	0	0	0	0	0	0	0	1715	0	0	0	0	1390	0	0	0	0	0	0	0	0	0	0	3766	0	0	0	0	0	4302	0	0	0	0	16	11	4	0	16	11	1	6	3160	25920	200	3810	1512
351	40	1964396	5	561	259	2	13	7	3	1	8	8	0	5	0	0	0	0	36798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36234	0	0	0	0	0	0	0	15137	0	0	0	0	0	37885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19338	0	0	0	13	7	3	1	8	8	0	5	20880	46010	440	8110	1063
352	40	768493	2	424	374	2	5	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80102	0	0	0	0	0	0	0	0	0	5	2	0	0	2	1	0	0	8400	21180	215	22860	270
353	40	2617336	15	508	384	2	40	9	9	4	30	23	1	14	12857	0	0	0	0	0	0	18202	0	0	0	0	0	19608	0	0	0	0	0	0	12553	14573	11910	0	0	13450	0	0	0	14033	0	0	0	0	11522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11460	0	7065	0	0	13077	0	0	15185	0	0	0	4442	0	15387	0	0	40	9	9	4	30	23	1	14	27660	42970	515	38930	2793
354	40	1200416	61	510	210	2	168	60	42	20	122	73	7	31	0	0	1539	3046	1632	3190	0	1958	669	792	2746	1697	987	2663	1303	1421	1998	1708	3592	0	2217	1724	2558	3725	2066	1309	2282	3661	2048	1586	1143	2665	1787	2365	1573	2445	2436	2562	1735	1681	788	664	1061	1464	2069	577	1240	1006	1646	2116	945	568	415	833	1151	2040	2727	1808	1764	0	2502	1149	1585	314	0	1232	793	168	60	42	20	122	73	7	31	12880	44440	285	16930	12036
355	40	1878559	18	413	343	2	56	20	14	4	35	27	3	11	0	0	0	8890	3421	5506	6643	0	0	0	7765	8106	0	0	0	0	0	0	7495	9956	7519	0	7629	0	0	0	0	0	0	0	0	11007	0	0	7222	0	0	9711	8402	0	6476	0	0	0	0	0	0	0	0	0	0	0	0	0	11446	11190	0	0	0	0	0	0	0	0	0	3168	0	56	20	14	4	35	27	3	11	20000	39130	405	40630	4018
356	40	2464173	3	611	302	2	9	7	1	1	5	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87450	0	0	0	0	0	49826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	1	1	5	1	0	5	26020	54660	510	7100	707
357	40	1230920	24	276	391	2	71	19	19	6	49	34	3	11	0	0	2706	4023	0	5548	5685	0	0	7445	0	2896	0	0	4674	0	0	0	6176	0	0	0	0	2396	0	0	0	1252	0	0	0	0	0	0	1251	0	6672	0	0	0	0	6803	6922	5439	0	0	0	0	0	0	0	3189	4252	2879	0	0	6264	2674	3711	0	4426	0	0	6192	4369	0	0	71	19	19	6	49	34	3	11	13240	25830	310	4920	4881
358	40	333317	35	152	186	2	91	36	23	12	65	41	1	21	0	502	709	0	0	0	0	713	99	825	0	0	1312	264	0	535	944	0	0	630	0	0	943	0	361	887	0	854	0	672	1446	0	401	0	0	0	0	99	570	1400	907	530	0	0	0	984	0	0	662	0	1422	0	712	1345	0	0	0	935	473	971	1350	301	1533	220	0	0	1742	91	36	23	12	65	41	1	21	3880	12350	200	1820	6677
359	40	2197068	43	638	337	2	110	41	36	14	83	58	3	21	0	5216	7266	6815	0	0	4461	0	5173	3604	6677	1845	3432	5386	2230	3305	4990	5713	0	0	0	2001	5681	0	0	0	0	4493	6075	7510	4799	7194	0	7501	5915	0	4123	4234	0	0	0	0	6186	0	3531	6808	3640	5967	3890	0	3883	5022	4357	6822	5052	4921	3447	10048	3305	0	6114	0	2659	0	0	3591	0	110	41	36	14	83	58	3	21	23280	53840	475	19950	8444
360	40	686851	33	435	133	2	87	32	18	13	69	44	4	18	0	0	1957	0	0	0	1439	2030	0	1649	1240	1994	935	2117	1693	0	1532	0	2265	0	0	1056	0	1289	0	1489	1836	0	0	1391	0	2190	2296	0	2091	0	1472	0	0	1326	0	0	0	0	1890	2003	1547	550	0	1860	0	2302	2209	0	0	2861	0	1395	1623	0	0	0	2186	0	0	2345	0	87	32	18	13	69	44	4	18	7580	36920	215	12300	6366
361	40	600171	60	198	280	2	152	62	43	20	117	76	6	30	0	659	973	561	1697	1094	0	653	1116	964	1506	1631	862	1290	1117	1823	1772	1177	995	0	1284	1000	1653	572	961	0	232	317	410	1308	456	39	683	759	1416	324	0	1358	393	0	1371	0	751	567	2285	2068	710	217	884	451	1090	731	1301	1016	820	1587	853	71	825	1170	712	648	418	1324	173	347	0	151	59	42	20	116	74	6	30	6700	16630	210	14410	11416
362	40	1340904	56	378	336	2	147	60	36	16	110	71	6	30	3000	3501	0	2318	0	1030	2667	2100	1839	1375	3679	2876	0	2436	0	1497	2310	956	2559	1157	0	2436	2508	1799	2772	2477	2448	2394	0	2450	3041	1275	2759	0	1478	1822	3255	1925	626	3106	1805	1802	3531	1177	1855	1616	2297	2012	3055	0	3423	3667	1159	1672	2805	3421	1721	1813	1234	2903	4390	0	1380	0	3211	1173	0	147	60	36	16	110	71	6	30	14360	30790	310	19710	11002
363	40	567063	54	320	160	2	139	56	34	19	109	64	7	25	0	867	455	656	0	0	0	1507	593	1340	1394	728	496	652	708	884	210	336	1249	615	808	1219	1602	1213	0	457	2850	0	1946	803	601	422	921	927	1013	649	474	0	1186	1307	1366	0	954	814	1247	1599	125	743	801	0	0	1462	0	863	1299	1640	791	470	1358	791	528	0	579	857	0	591	1095	139	56	34	19	109	64	7	25	6300	26710	200	17220	10368
364	40	1217581	30	533	189	2	79	31	26	12	63	36	4	15	4146	3022	1490	1046	0	0	2810	4362	2469	4966	0	0	3074	0	0	2681	3846	3135	0	0	5093	0	3210	0	2076	3898	5153	0	0	2410	0	0	0	3422	0	3641	3512	3033	0	0	4983	0	0	0	0	3665	0	0	0	4622	0	0	0	0	0	0	0	0	2906	0	2529	3196	0	2962	0	3213	0	79	31	26	12	63	36	4	15	13100	47600	290	28280	6096
365	40	982276	42	306	281	2	117	35	29	15	83	52	3	23	0	0	0	0	1134	1633	1714	2406	1465	806	1616	1992	1972	2382	2611	3294	0	2393	1243	0	0	1010	2647	1772	0	2135	2917	1911	0	0	0	2030	4144	1922	1252	0	0	0	2384	4944	0	0	409	0	1167	0	0	1473	2271	1158	939	1466	0	3805	0	0	0	2837	4011	2990	1228	2770	786	0	595	2455	0	117	35	29	15	83	52	3	23	10620	24930	255	12380	8087
366	40	1249052	44	351	313	2	115	42	34	15	88	59	6	19	0	2988	0	4079	0	3047	2797	2817	0	1036	2276	4743	3009	0	0	0	0	2266	3498	2735	982	3797	0	2629	2491	0	1602	1354	0	0	2659	2825	0	1679	3456	0	4182	3780	0	2175	0	2826	3488	2375	3287	1799	0	2584	2255	2456	0	1538	0	2302	0	1906	2683	1624	1847	1490	0	1206	0	0	1133	1822	2335	115	42	34	15	88	59	6	19	13420	30600	300	3150	8682
367	40	1455062	15	327	312	2	28	17	8	3	29	21	3	5	0	0	0	0	0	0	7267	0	0	0	0	0	0	0	0	0	6114	0	0	9175	5613	7064	0	0	0	0	4594	0	0	0	0	0	0	0	0	0	0	0	0	3757	0	0	0	7557	9020	8702	0	0	7335	4895	0	0	0	0	0	6395	0	0	0	2793	0	0	0	0	0	11850	0	28	17	8	3	29	21	3	5	15560	25810	335	7520	2616
368	40	1802170	9	527	275	2	29	4	5	3	18	10	0	4	0	0	0	0	17555	0	6346	0	0	0	0	0	0	0	0	0	18416	0	0	0	0	0	0	0	9842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18143	0	0	0	0	0	0	0	0	17480	0	0	0	0	0	19086	0	0	0	0	0	0	0	0	0	18626	19477	0	29	4	5	3	18	10	0	4	19200	43070	420	17900	1627
369	40	1297110	44	459	208	2	122	43	32	13	85	56	2	23	0	2223	1298	0	1677	0	3834	3117	0	0	0	2501	1440	3285	2692	0	765	2249	1857	2661	0	0	2067	0	3991	2936	1072	2432	2643	0	1602	0	2545	1502	2343	2264	0	463	2657	1576	0	2209	2442	0	2403	0	1641	0	2293	2104	2134	3134	2107	0	0	2348	2007	2128	2120	0	0	2814	1052	0	0	1148	1671	122	43	32	13	85	56	2	23	13900	38740	305	6160	8728
370	40	583965	62	584	83	2	166	59	43	17	125	81	7	29	1063	402	715	936	798	805	1085	1048	752	1145	788	681	612	972	0	794	1022	511	554	412	1045	997	1077	588	358	618	929	384	1231	0	531	1176	962	641	432	627	368	673	0	404	491	961	606	1053	722	1396	0	957	785	1295	984	231	364	673	402	419	1096	782	1234	0	864	1242	940	990	574	402	723	166	59	43	17	125	81	7	29	6460	50450	200	2890	12127
371	40	1615077	14	429	347	2	39	10	8	3	27	15	0	6	0	9309	0	0	0	0	0	0	0	0	0	0	0	9950	0	0	0	8417	13750	0	0	0	0	0	6491	0	0	0	0	0	0	0	0	0	10268	0	0	0	0	0	0	15143	0	0	0	0	4121	0	14143	0	0	0	12225	13344	0	10666	0	12546	0	0	0	0	0	0	0	0	8502	39	10	8	3	27	15	0	6	17200	33100	365	21890	2476
372	40	411651	43	567	60	2	102	47	28	12	83	51	4	17	0	965	0	908	621	0	633	794	799	0	895	0	0	359	587	646	699	0	0	0	583	0	698	288	0	1227	798	0	1020	716	672	0	0	1087	923	846	0	1107	0	570	749	681	852	0	1101	435	553	841	744	841	0	0	0	0	0	964	869	713	878	854	353	1061	1014	762	1113	0	0	102	47	28	12	83	51	4	17	4740	46020	200	3390	8012
373	40	1828808	37	472	353	2	98	40	27	9	78	44	5	20	5268	4428	0	2660	0	0	7169	0	0	0	4233	2652	3253	0	0	6611	0	0	2842	0	0	4424	0	5309	3909	0	5183	2143	0	5433	0	0	0	9321	3283	3630	6263	3988	5933	0	2863	4852	5800	5744	0	0	0	0	3828	3837	0	7095	0	0	5782	0	7862	3671	0	2350	0	4754	1503	1723	0	2003	4864	98	40	27	9	78	44	5	20	19460	41140	415	36280	7427
374	40	754236	5	450	165	2	10	7	2	3	9	6	1	1	0	0	0	0	0	0	0	18730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7337	0	0	9985	0	0	0	0	0	0	0	0	0	0	19205	0	0	0	0	19031	0	0	0	0	0	0	0	0	0	0	10	7	2	3	9	6	1	1	8340	34560	220	12800	898
